Job Code,Term,Activity,Date,PIC,Description
BSOP004,3,Invoice Billed,2013-11-30,AMF,Invoice issued to client
BSOP004,3,Invoice Paid,2013-12-10,SHS,Invoice successfully paid
BSOP005,1,Invoice Sent,2014-03-07,OMW,Invoice issued to client
BSOP005,1,Invoice Billed,2014-03-10,NVN,Finance approval completed
BSOP005,1,Invoice Paid,2014-04-14,SSM,Payment confirmation received
BSOP005,2,Invoice Sent,2014-03-06,SHS,Finance approval completed
BSOP005,2,Invoice Billed,2014-03-17,OMW,Invoice verified
BSOP005,2,Invoice Paid,2014-03-25,DGS,Finance approval completed
BSOP005,3,Invoice Sent,2014-03-04,SHS,Invoice issued to client
BSOP005,3,Invoice Billed,2014-03-13,RLM,Invoice issued to client
BSOP005,4,Invoice Sent,2014-03-05,RLM,Finance approval completed
BSOP005,4,Invoice Billed,2014-03-08,AOW,Invoice verified
BSOP005,4,Invoice Paid,2014-04-18,AOW,Invoice issued to client
BSOP006,1,Invoice Sent,2014-01-05,SHS,Payment confirmation received
BSOP006,1,Invoice Billed,2014-01-17,MRK,Invoice verified
BSOP006,2,Invoice Sent,2014-01-04,SSM,Invoice issued to client
BSOP006,2,Invoice Billed,2014-01-12,SHS,Finance approval completed
BSOP007,1,Invoice Sent,2014-07-07,SHS,Payment confirmation received
BSOP007,1,Invoice Billed,2014-07-10,SHS,Invoice verified
BSOP007,1,Invoice Paid,2014-07-26,MRK,Finance approval completed
BSOP007,2,Invoice Sent,2014-07-05,SHS,Invoice successfully paid
BSOP007,2,Invoice Billed,2014-07-12,RLM,Invoice successfully paid
BSOP007,2,Invoice Paid,2014-08-04,AOW,Invoice issued to client
BSOP007,3,Invoice Sent,2014-07-04,SHS,Payment confirmation received
BSOP008,1,Invoice Sent,2015-10-11,AOW,Finance approval completed
BSOP008,1,Invoice Billed,2015-10-25,OMW,Finance approval completed
BSOP008,1,Invoice Paid,2015-11-01,AOW,Finance approval completed
BSOP009,1,Invoice Sent,2015-12-19,DGS,Payment confirmation received
BSOP009,1,Invoice Billed,2015-12-24,SHS,Invoice verified
BSOP009,1,Invoice Paid,2016-01-07,MRK,Invoice successfully paid
BSOP009,2,Invoice Sent,2015-12-17,AOW,Invoice verified
BSOP009,2,Invoice Billed,2015-12-30,DGS,Invoice successfully paid
BSOP009,3,Invoice Sent,2015-12-20,NVN,Invoice successfully paid
BSOP009,3,Invoice Billed,2015-12-24,AMF,Finance approval completed
BSOP009,3,Invoice Paid,2016-01-02,AMF,Payment confirmation received
BSOP010,1,Invoice Sent,2015-12-20,RLM,Invoice issued to client
BSOP010,1,Invoice Billed,2015-12-29,DGS,Invoice verified
BSOP010,1,Invoice Paid,2016-01-10,RLM,Finance approval completed
BSOP010,2,Invoice Sent,2015-12-21,SHS,Invoice successfully paid
BSOP010,2,Invoice Billed,2016-01-01,NVN,Invoice verified
BSOP010,3,Invoice Sent,2015-12-21,AOW,Payment confirmation received
BSOP011,1,Invoice Sent,,NVN,Invoice issued to client
BSOP011,1,Invoice Billed,,OMW,Invoice verified
BSOP011,1,Invoice Paid,,TSR,Invoice verified
BSOP012,1,Invoice Sent,2017-08-22,MRK,Invoice successfully paid
BSOP012,1,Invoice Billed,2017-09-02,SSM,Payment confirmation received
BSOP012,1,Invoice Paid,2017-09-26,NVN,Payment confirmation received
BSOP012,2,Invoice Sent,2017-09-11,SHS,Finance approval completed
BSOP012,2,Invoice Billed,2017-09-21,NVN,Payment confirmation received
BSOP012,2,Invoice Paid,2017-10-15,NVN,Invoice verified
BSOP012,3,Invoice Sent,2017-11-02,OMW,Payment confirmation received
BSOP012,3,Invoice Billed,2017-11-12,AOW,Payment confirmation received
BSOP012,3,Invoice Paid,2017-12-27,AMF,Payment confirmation received
BSOP013,1,Invoice Sent,2017-12-29,MRK,Payment confirmation received
BSOP013,1,Invoice Billed,2018-01-05,DGS,Invoice issued to client
BSOP013,1,Invoice Paid,2018-01-30,NVN,Invoice issued to client
BSOP014,1,Invoice Sent,2018-10-05,TSR,Finance approval completed
BSOP014,1,Invoice Billed,2018-10-17,AOW,Finance approval completed
BSOP014,1,Invoice Paid,2018-11-14,DGS,Payment confirmation received
BSOP015,1,Invoice Sent,2018-06-13,DGS,Invoice successfully paid
BSOP015,1,Invoice Billed,2018-06-21,RLM,Payment confirmation received
BSOP015,1,Invoice Paid,2018-07-26,DGS,Invoice issued to client
BSOP015,2,Invoice Sent,2018-08-01,OMW,Invoice issued to client
BSOP015,2,Invoice Billed,2018-08-08,DGS,Invoice verified
BSOP015,2,Invoice Paid,2018-09-21,MRK,Invoice successfully paid
BSOP015,3,Invoice Sent,2018-10-02,SHS,Invoice issued to client
BSOP015,4,Invoice Sent,2018-05-28,TSR,Invoice successfully paid
BSOP015,4,Invoice Billed,2018-06-09,OMW,Invoice verified
BSOP015,4,Invoice Paid,2018-06-26,SHS,Invoice issued to client
BSOP016,1,Invoice Sent,2019-03-25,NVN,Invoice successfully paid
BSOP016,1,Invoice Billed,2019-03-28,SSM,Finance approval completed
BSOP016,1,Invoice Paid,2019-05-03,OMW,Invoice issued to client
BSOP016,2,Invoice Sent,2019-04-06,TSR,Invoice issued to client
BSOP016,2,Invoice Billed,2019-04-19,MRK,Payment confirmation received
BSOP016,3,Invoice Sent,2019-05-07,NVN,Invoice verified
BSOP016,3,Invoice Billed,2019-05-11,MRK,Invoice successfully paid
BSOP016,3,Invoice Paid,2019-06-15,MRK,Finance approval completed
BSOP016,4,Invoice Sent,2019-05-03,NVN,Invoice verified
BSOP016,4,Invoice Billed,2019-05-16,AOW,Invoice verified
BSOP016,4,Invoice Paid,2019-06-24,SSM,Invoice successfully paid
BSOP017,1,Invoice Sent,2021-08-03,SSM,Invoice issued to client
BSOP017,1,Invoice Billed,2021-08-09,DGS,Invoice issued to client
BSOP017,1,Invoice Paid,2021-09-11,NVN,Invoice verified
BSOP017,2,Invoice Sent,2022-04-02,SSM,Payment confirmation received
BSOP017,2,Invoice Billed,2022-04-14,SHS,Payment confirmation received
BSOP017,2,Invoice Paid,2022-05-17,OMW,Invoice verified
BSOP017,3,Invoice Sent,2022-04-04,TSR,Invoice issued to client
BSOP017,3,Invoice Billed,2022-04-07,TSR,Invoice successfully paid
BSOP017,3,Invoice Paid,2022-05-12,AMF,Invoice issued to client
BSOP017,4,Invoice Sent,2022-04-01,NVN,Invoice successfully paid
BSOP017,4,Invoice Billed,2022-04-14,TSR,Invoice issued to client
BSOP017,4,Invoice Paid,2022-04-30,SSM,Invoice verified
BSOP018,1,Invoice Sent,2022-03-19,DGS,Invoice issued to client
BSOP018,1,Invoice Billed,2022-03-27,SSM,Invoice verified
BSOP018,1,Invoice Paid,2022-04-04,RLM,Invoice successfully paid
BSOP019,1,Invoice Sent,,RLM,Invoice issued to client
BSOP019,1,Invoice Billed,,SHS,Finance approval completed
BSOP019,1,Invoice Paid,,SSM,Invoice verified
BSOP019,2,Invoice Sent,,OMW,Invoice issued to client
BSOP019,2,Invoice Billed,,NVN,Invoice successfully paid
BSOP019,2,Invoice Paid,,SHS,Invoice verified
BSOP020,1,Invoice Sent,2022-08-22,TSR,Finance approval completed
BSOP020,1,Invoice Billed,2022-09-03,SSM,Invoice verified
BSOP020,1,Invoice Paid,2022-10-03,RLM,Invoice successfully paid
BSOP020,2,Invoice Sent,2022-08-23,OMW,Invoice verified
BSOP020,2,Invoice Billed,2022-08-28,SSM,Invoice verified
BSOP020,2,Invoice Paid,2022-09-16,AMF,Finance approval completed
BSOP020,3,Invoice Sent,2022-08-21,DGS,Invoice issued to client
BSOP020,3,Invoice Billed,2022-08-31,OMW,Invoice successfully paid
BSOP020,3,Invoice Paid,2022-09-21,SHS,Payment confirmation received
BSOP021,1,Invoice Sent,2022-07-23,AMF,Invoice successfully paid
BSOP021,2,Invoice Sent,2022-07-26,SHS,Invoice issued to client
BSOP022,1,Invoice Sent,2023-10-18,SSM,Invoice issued to client
BSOP022,1,Invoice Billed,2023-10-27,RLM,Payment confirmation received
BSOP022,1,Invoice Paid,2023-11-10,AMF,Invoice verified
BSOP022,2,Invoice Sent,2024-01-06,OMW,Payment confirmation received
BSOP022,2,Invoice Billed,2024-01-09,SSM,Invoice issued to client
BSOP022,2,Invoice Paid,2024-01-22,NVN,Finance approval completed
BSOP023,1,Invoice Sent,2023-11-05,AMF,Finance approval completed
BSOP023,1,Invoice Billed,2023-11-10,MRK,Payment confirmation received
BSOP023,1,Invoice Paid,2023-12-14,AOW,Finance approval completed
BSOP023,2,Invoice Sent,2023-12-15,AOW,Payment confirmation received
BSOP023,2,Invoice Billed,2023-12-23,SSM,Invoice successfully paid
BSOP023,2,Invoice Paid,2024-01-12,OMW,Invoice verified
BSOP023,3,Invoice Sent,2023-12-24,DGS,Finance approval completed
BSOP023,3,Invoice Billed,2023-12-28,RLM,Invoice successfully paid
BSOP023,3,Invoice Paid,2024-01-13,NVN,Finance approval completed
BSOP023,4,Invoice Sent,2024-01-04,RLM,Invoice verified
BSOP023,4,Invoice Billed,2024-01-17,DGS,Invoice verified
BSOP023,4,Invoice Paid,2024-02-15,SHS,Invoice issued to client
BSOP024,1,Invoice Sent,2026-06-19,DGS,Finance approval completed
BSOP024,2,Invoice Sent,,OMW,Invoice successfully paid
BSOP024,2,Invoice Billed,,OMW,Payment confirmation received
BSOP024,3,Invoice Sent,,MRK,Invoice issued to client
BSOP024,3,Invoice Billed,,SHS,Payment confirmation received
BSOP024,3,Invoice Paid,,TSR,Payment confirmation received
BSOP024,4,Invoice Sent,,NVN,Invoice verified
BSOP024,4,Invoice Billed,,MRK,Finance approval completed
BSOP024,4,Invoice Paid,,MRK,Invoice verified
CIMP001,1,Invoice Sent,,SHS,Invoice verified
CIMP001,1,Invoice Billed,,AMF,Invoice successfully paid
CIMP001,1,Invoice Paid,,RLM,Payment confirmation received
CIMP001,2,Invoice Sent,,NVN,Payment confirmation received
CIMP001,2,Invoice Billed,,AOW,Payment confirmation received
CIMP001,2,Invoice Paid,,AOW,Finance approval completed
CIMP002,1,Invoice Sent,2016-02-20,DGS,Invoice issued to client
CIMP002,1,Invoice Billed,2016-02-29,AOW,Invoice issued to client
CIMP002,1,Invoice Paid,2016-03-28,NVN,Payment confirmation received
CIMP003,1,Invoice Sent,2016-05-16,TSR,Finance approval completed
CIMP004,1,Invoice Sent,2016-01-21,RLM,Payment confirmation received
CIMP004,1,Invoice Billed,2016-01-27,RLM,Invoice successfully paid
CIMP004,1,Invoice Paid,2016-03-05,NVN,Invoice verified
CIMP005,1,Invoice Sent,2016-04-13,SSM,Invoice issued to client
CIMP005,1,Invoice Billed,2016-04-16,AOW,Invoice verified
CIMP005,1,Invoice Paid,2016-05-03,TSR,Invoice issued to client
CIMP006,1,Invoice Sent,2016-02-22,SSM,Invoice issued to client
CIMP006,1,Invoice Billed,2016-03-06,MRK,Invoice verified
CIMP006,1,Invoice Paid,2016-03-25,RLM,Invoice verified
CIMP007,1,Invoice Sent,2016-06-17,SHS,Finance approval completed
CIMP007,1,Invoice Billed,2016-06-28,RLM,Payment confirmation received
CIMP007,1,Invoice Paid,2016-08-10,AMF,Payment confirmation received
CIMP008,1,Invoice Sent,2016-04-30,MRK,Invoice verified
CIMP008,1,Invoice Billed,2016-05-10,OMW,Invoice issued to client
CIMP008,1,Invoice Paid,2016-05-28,DGS,Payment confirmation received
CIMP009,1,Invoice Sent,2016-04-05,SHS,Invoice issued to client
CIMP009,1,Invoice Billed,2016-04-13,RLM,Finance approval completed
CIMP009,1,Invoice Paid,2016-05-20,AMF,Payment confirmation received
CIMP010,1,Invoice Sent,2016-04-16,OMW,Invoice verified
CIMP011,1,Invoice Sent,2016-04-14,RLM,Invoice successfully paid
CIMP011,1,Invoice Billed,2016-04-26,MRK,Payment confirmation received
CIMP011,1,Invoice Paid,2016-05-15,TSR,Finance approval completed
CIMP012,1,Invoice Sent,2016-08-04,RLM,Invoice successfully paid
CIMP012,1,Invoice Billed,2016-08-08,DGS,Invoice issued to client
CIMP012,1,Invoice Paid,2016-09-21,MRK,Invoice successfully paid
CIMP012,2,Invoice Sent,2016-06-29,TSR,Invoice successfully paid
CIMP012,2,Invoice Billed,2016-07-08,AOW,Invoice successfully paid
CIMP012,2,Invoice Paid,2016-08-13,AOW,Payment confirmation received
CIMP013,1,Invoice Sent,2019-02-21,TSR,Invoice issued to client
CIMP013,1,Invoice Billed,2019-03-04,SSM,Payment confirmation received
CIMP013,1,Invoice Paid,2019-04-14,SHS,Payment confirmation received
CIMP013,2,Invoice Sent,2019-02-24,AOW,Finance approval completed
CIMP013,2,Invoice Billed,2019-03-06,AOW,Invoice issued to client
CIMP013,2,Invoice Paid,2019-03-25,SHS,Invoice successfully paid
CIMP013,3,Invoice Sent,2019-03-04,TSR,Invoice successfully paid
CIMP013,3,Invoice Billed,2019-03-07,TSR,Payment confirmation received
CIMP013,3,Invoice Paid,2019-04-03,OMW,Payment confirmation received
CIMP014,1,Invoice Sent,2019-12-02,TSR,Finance approval completed
CIMP014,1,Invoice Billed,2019-12-09,RLM,Payment confirmation received
CIMP014,1,Invoice Paid,2020-01-14,SSM,Invoice issued to client
CIMP014,2,Invoice Sent,2020-01-01,RLM,Invoice successfully paid
CIMP014,2,Invoice Billed,2020-01-15,SHS,Invoice verified
CIMP014,2,Invoice Paid,2020-01-25,NVN,Finance approval completed
CIMP014,3,Invoice Sent,2020-02-04,TSR,Invoice verified
CIMP014,3,Invoice Billed,2020-02-08,DGS,Finance approval completed
CIMP014,3,Invoice Paid,2020-03-12,OMW,Payment confirmation received
CIMP014,4,Invoice Sent,2020-03-03,OMW,Invoice issued to client
CIMP014,4,Invoice Billed,2020-03-15,AOW,Finance approval completed
CIMP014,4,Invoice Paid,2020-04-26,RLM,Invoice successfully paid
CIMP014,5,Invoice Sent,2020-04-05,SHS,Invoice successfully paid
CIMP014,6,Invoice Sent,2020-05-04,SHS,Invoice verified
CIMP014,6,Invoice Billed,2020-05-12,AOW,Invoice successfully paid
CIMP014,6,Invoice Paid,2020-06-07,AOW,Invoice issued to client
CIMP014,7,Invoice Sent,2020-06-07,AOW,Finance approval completed
CIMP014,7,Invoice Billed,2020-06-19,RLM,Finance approval completed
CIMP014,7,Invoice Paid,2020-08-03,OMW,Invoice successfully paid
CIMP014,8,Invoice Sent,2020-07-03,RLM,Payment confirmation received
CIMP014,8,Invoice Billed,2020-07-15,AOW,Payment confirmation received
CIMP014,8,Invoice Paid,2020-08-24,AMF,Invoice verified
DCI01-25-12-02,1,Invoice Sent,2026-01-18,OMW,Invoice issued to client
DCI01-25-12-02,1,Invoice Billed,2026-01-29,SHS,Invoice verified
DCI01-25-12-02,1,Invoice Paid,2026-03-07,OMW,Finance approval completed
DCI01-25-12-02,2,Invoice Sent,2026-02-25,AMF,Finance approval completed
DCI01-25-12-02,2,Invoice Billed,2026-03-04,MRK,Invoice verified
DCI01-25-12-02,2,Invoice Paid,2026-03-11,RLM,Payment confirmation received
DCI01-25-12-02,3,Invoice Sent,2026-03-08,TSR,Invoice verified
DCI01-25-12-02,3,Invoice Billed,2026-03-18,TSR,Payment confirmation received
DCI01-25-12-02,3,Invoice Paid,2026-04-27,NVN,Invoice verified
DGOV001,1,Invoice Sent,,SHS,Invoice successfully paid
DGOV001,1,Invoice Billed,,DGS,Invoice verified
DGOV001,1,Invoice Paid,,TSR,Invoice successfully paid
DGOV001,7,Invoice Sent,,RLM,Payment confirmation received
DGOV001,7,Invoice Billed,,MRK,Invoice verified
DGOV001,7,Invoice Paid,,RLM,Invoice issued to client
DGOV001,8,Invoice Sent,,TSR,Invoice verified
DGOV001,8,Invoice Billed,,MRK,Invoice verified
DGOV001,8,Invoice Paid,,SSM,Invoice successfully paid
DGOV002,1,Invoice Sent,,SHS,Invoice successfully paid
DGOV002,1,Invoice Billed,,SHS,Invoice verified
DGOV002,1,Invoice Paid,,SSM,Invoice issued to client
DGOV003,1,Invoice Sent,2017-11-06,SHS,Invoice issued to client
DGOV003,2,Invoice Sent,2018-03-09,OMW,Invoice issued to client
DGOV003,2,Invoice Billed,2018-03-17,AMF,Invoice successfully paid
DGOV003,2,Invoice Paid,2018-04-13,SHS,Payment confirmation received
DGOV003,3,Invoice Sent,2018-03-06,MRK,Invoice issued to client
DGOV003,3,Invoice Billed,2018-03-17,AMF,Invoice successfully paid
DGOV003,3,Invoice Paid,2018-04-06,AOW,Invoice verified
DGOV003,4,Invoice Sent,2018-03-02,SHS,Invoice verified
DGOV004,1,Invoice Sent,2017-11-14,DGS,Invoice issued to client
DGOV004,1,Invoice Billed,2017-11-20,AOW,Payment confirmation received
DGOV004,1,Invoice Paid,2017-12-13,SHS,Invoice verified
DGOV004,2,Invoice Sent,2017-12-11,MRK,Invoice issued to client
DGOV004,2,Invoice Billed,2017-12-24,SSM,Finance approval completed
DGOV004,2,Invoice Paid,2018-01-25,AMF,Invoice issued to client
DGOV005,1,Invoice Sent,2019-12-23,AMF,Invoice successfully paid
DGOV005,1,Invoice Billed,2019-12-28,RLM,Invoice successfully paid
DGOV005,1,Invoice Paid,2020-02-10,TSR,Invoice verified
DGOV005,2,Invoice Sent,2020-01-07,MRK,Payment confirmation received
DGOV005,2,Invoice Billed,2020-01-14,MRK,Payment confirmation received
DGOV005,2,Invoice Paid,2020-01-23,AOW,Invoice verified
DGOV005,3,Invoice Sent,2020-01-07,NVN,Invoice issued to client
DGOV005,3,Invoice Billed,2020-01-18,NVN,Invoice issued to client
DGOV005,3,Invoice Paid,2020-02-29,RLM,Invoice successfully paid
DGOV006,1,Invoice Sent,2020-01-04,SHS,Invoice successfully paid
DGOV006,1,Invoice Billed,2020-01-12,DGS,Invoice verified
DGOV006,1,Invoice Paid,2020-02-21,DGS,Finance approval completed
DGOV006,2,Invoice Sent,2020-01-07,OMW,Invoice issued to client
DGOV006,2,Invoice Billed,2020-01-12,NVN,Payment confirmation received
DGOV006,2,Invoice Paid,2020-01-25,OMW,Invoice verified
DGOV006,3,Invoice Sent,2020-02-01,OMW,Invoice issued to client
DGOV006,3,Invoice Billed,2020-02-08,SHS,Payment confirmation received
DGOV006,3,Invoice Paid,2020-02-22,SHS,Payment confirmation received
DGOV007,1,Invoice Sent,2021-12-03,TSR,Payment confirmation received
DGOV007,1,Invoice Billed,2021-12-08,SSM,Finance approval completed
DGOV007,1,Invoice Paid,2022-01-04,OMW,Invoice issued to client
DGOV008,1,Invoice Sent,2021-12-17,AOW,Invoice successfully paid
DGOV008,1,Invoice Billed,2021-12-21,DGS,Invoice verified
DGOV008,1,Invoice Paid,2022-02-01,AOW,Payment confirmation received
DGOV008,2,Invoice Sent,2022-04-01,OMW,Invoice issued to client
DGOV008,2,Invoice Billed,2022-04-15,DGS,Invoice issued to client
DGOV008,2,Invoice Paid,2022-05-10,SSM,Invoice issued to client
DGOV008,3,Invoice Sent,2022-07-01,RLM,Invoice issued to client
DGOV008,3,Invoice Billed,2022-07-15,DGS,Invoice verified
DGOV008,3,Invoice Paid,2022-07-30,AOW,Invoice issued to client
DGOV009,1,Invoice Sent,2023-09-02,TSR,Payment confirmation received
DGOV009,1,Invoice Billed,2023-09-16,SHS,Invoice successfully paid
DGOV009,1,Invoice Paid,2023-10-27,SSM,Invoice issued to client
DGOV009,2,Invoice Sent,2023-06-27,SSM,Payment confirmation received
DGOV009,2,Invoice Billed,2023-07-04,SHS,Invoice issued to client
DGOV009,2,Invoice Paid,2023-08-18,DGS,Invoice successfully paid
DGOV009,3,Invoice Sent,2023-07-26,SHS,Invoice successfully paid
DGOV009,3,Invoice Billed,2023-08-01,AMF,Payment confirmation received
DGOV009,3,Invoice Paid,2023-09-07,DGS,Invoice successfully paid
DGOV010,1,Invoice Sent,2026-01-20,MRK,Invoice verified
DGOV010,1,Invoice Billed,2026-02-01,TSR,Finance approval completed
DGOV010,1,Invoice Paid,2026-03-01,SHS,Payment confirmation received
DGOV010,2,Invoice Sent,2026-05-01,AMF,Invoice successfully paid
DGOV010,2,Invoice Billed,2026-05-12,DGS,Invoice verified
DGOV010,2,Invoice Paid,2026-05-31,SSM,Finance approval completed
DGOV010,3,Invoice Sent,2026-05-22,MRK,Invoice verified
DGOV010,3,Invoice Billed,2026-05-26,MRK,Invoice issued to client
DGOV010,3,Invoice Paid,2026-07-01,AMF,Invoice issued to client
DKVC001,1,Invoice Sent,2021-08-02,NVN,Finance approval completed
DKVC001,1,Invoice Billed,2021-08-16,RLM,Invoice issued to client
DKVC001,1,Invoice Paid,2021-08-27,SSM,Invoice issued to client
HCPS001,1,Invoice Sent,2018-03-07,SSM,Invoice successfully paid
HCPS001,1,Invoice Billed,2018-03-20,OMW,Finance approval completed
HCPS001,1,Invoice Paid,2018-04-02,RLM,Finance approval completed
HCPS002,1,Invoice Sent,2018-04-11,AOW,Invoice successfully paid
HCPS002,1,Invoice Billed,2018-04-19,MRK,Payment confirmation received
HCPS002,1,Invoice Paid,2018-05-07,DGS,Payment confirmation received
HCPS003,1,Invoice Sent,2018-09-04,AOW,Invoice verified
HCPS003,1,Invoice Billed,2018-09-14,DGS,Invoice verified
HCPS003,1,Invoice Paid,2018-10-09,DGS,Invoice verified
HCPS004,1,Invoice Sent,2019-01-01,SHS,Invoice verified
HCPS004,1,Invoice Billed,2019-01-09,AOW,Finance approval completed
HCPS005,1,Invoice Sent,2018-12-04,OMW,Invoice verified
HCPS005,1,Invoice Billed,2018-12-07,AMF,Invoice verified
HCPS005,1,Invoice Paid,2019-01-01,AOW,Invoice successfully paid
HCPS005,2,Invoice Sent,2019-03-10,TSR,Invoice successfully paid
HCPS005,2,Invoice Billed,2019-03-21,SSM,Finance approval completed
HCPS005,2,Invoice Paid,2019-04-18,TSR,Invoice successfully paid
HCPS006,1,Invoice Sent,,TSR,Invoice verified
HCPS006,1,Invoice Billed,,RLM,Payment confirmation received
HCPS006,1,Invoice Paid,,MRK,Finance approval completed
HCPS007,1,Invoice Sent,2020-05-07,NVN,Invoice verified
HCPS007,1,Invoice Billed,2020-05-17,SSM,Invoice successfully paid
HCPS007,1,Invoice Paid,2020-06-04,SHS,Payment confirmation received
HCPS008,1,Invoice Sent,2019-11-06,OMW,Invoice verified
HCPS009,1,Invoice Sent,2020-04-25,NVN,Payment confirmation received
HCPS009,1,Invoice Billed,2020-04-30,SSM,Payment confirmation received
HCPS009,1,Invoice Paid,2020-05-17,DGS,Invoice successfully paid
HCPS009,2,Invoice Sent,2020-12-05,DGS,Invoice issued to client
HCPS009,2,Invoice Billed,2020-12-14,NVN,Finance approval completed
