Job Code,Term,Baseline Date
ITAU961,3,2025-10-15
ITAU961A,1,2025-12-15
ITAU961A,2,2026-01-15
ITAU961A,3,2026-02-15
ITAU961B,1,2025-11-04
ITAU961B,2,2025-11-27
ITAU961B,3,2025-12-23
ITAU962,1,2025-07-29
ITAU962,2,2025-08-29
ITAU963,1,2025-08-25
ITAU964,1,2025-08-06
ITAU964,2,2025-08-29
ITAU964,3,2025-08-29
ITAU964,4,2025-08-29
ITAU964,5,2025-09-15
ITAU965,1,2025-10-06
ITAU965,2,2025-11-14
ITAU965,3,2025-12-16
ITAU965,4,2025-12-16
ITAU966,1,2025-12-15
ITAU967,1,2025-08-13
ITAU967,2,2025-09-11
ITAU967,3,2025-09-26
ITAU967,4,2025-09-02
ITAU967,5,2025-09-19
ITAU968,1,2025-09-19
ITAU969,1,2025-09-29
ITAU970,1,2025-08-29
ITAU970,2,2025-09-30
ITAU970,3,2025-10-31
ITAU971,1,2025-10-31
ITAU971,2,2025-11-20
ITAU972,1,2025-10-24
ITAU972,2,2025-11-10
ITAU973,1,2025-09-29
ITAU973,2,2025-10-17
ITAU973,3,2025-10-30
ITAU974,1,2025-09-29
ITAU974,2,2025-10-17
ITAU974,3,2025-10-30
ITAU975,1,2025-11-07
ITAU975,2,2025-11-28
ITAU975,3,2026-01-30
ITAU975,4,2026-04-02
ITAU976,1,2025-11-07
ITAU976,2,2026-01-16
ITAU976,3,2026-01-16
ITAU977,1,2025-10-30
ITAU978,1,2025-10-03
ITAU979,1,2025-10-10
ITAU979,2,2026-03-30
ITAU979,3,2025-10-10
ITAU979,4,2025-10-23
ITAU980,1,2025-10-03
ITAU980,2,2025-10-03
ITAU980,3,2025-10-10
ITAU981,1,2025-10-10
ITAU981,2,2025-10-17
ITAU981,3,2025-12-22
ITAU982,1,2025-10-14
ITAU983,1,2025-10-10
ITAU984,1,2025-10-17
ITAU984,2,2025-11-07
ITAU984,3,2025-11-27
ITAU985,1,2025-11-12
ITAU985,2,2025-12-12
ITAU986,1,2025-11-12
ITAU987,1,2025-10-22
ITAU987,2,2025-10-29
ITAU987,3,2025-11-10
ITAU988,1,2025-10-30
ITAU988,2,2025-11-07
ITAU988,3,2025-11-07
ITAU988,4,2025-11-14
ITAU988,5,2025-11-14
ITAU989,1,2025-11-07
ITAU989,2,2025-11-19
ITAU990,1,2025-11-17
ITAU990,2,2025-12-08
ITAU991,1,2025-10-31
ITAU991,2,2025-12-05
ITAU992,1,2025-11-14
ITAU992,2,2025-11-24
ITAU992,3,2025-11-24
ITAU992,4,2025-12-11
ITAU992,5,2025-12-11
ITAU993,1,2025-11-17
ITAU993,2,2025-11-28
ITAU993,3,2025-12-19
ITAU993,4,2026-01-30
ITAU993,5,2026-02-27
ITAU994,1,2025-12-31
ITAU994,2,2026-02-02
ITAU994,3,2026-03-02
ITAU995,1,2026-01-30
ITAU996,1,2025-10-31
ITAU996,2,2025-11-14
ITAU996,3,2025-12-12
ITAU997,1,2026-06-29
ITAU997,2,
ITAU998,1,
ITAU998,2,2026-02-06
ITAU999,1,2025-11-20
ITAU999,2,2025-12-19
ITAU999,3,2025-11-20
ITAU999,4,2026-03-13
ITAu462,3,2020-12-03
ITEA001,1,2018-09-14
ITEA001,2,2018-11-14
ITEA001,3,2019-01-14
ITEA001,4,2019-03-14
ITEA001,5,2019-06-14
ITGV012,1,2013-07-20
ITGV019,1,2013-03-05
ITGV019,2,2013-03-05
ITGV020,1,2013-04-27
ITGV021,1,2013-03-28
ITGV023,1,2013-03-26
ITGV024,1,2013-08-17
ITGV025,1,2013-11-09
ITGV026,1,2013-09-28
ITGV026,2,2013-09-28
ITGV026,3,2013-09-28
ITGV026,4,2013-09-28
ITGV027,1,2013-06-25
ITGV028,1,2014-01-09
ITGV029,1,2014-01-10
ITGV030,1,2013-11-14
ITGV030,2,2013-10-01
ITGV031,1,2014-02-23
ITGV032,1,2014-02-21
ITGV032,2,2014-03-06
ITGV032,3,2014-03-26
ITGV033,1,2013-12-11
ITGV033,2,2013-12-11
ITGV034,1,2014-03-28
ITGV034,2,2014-03-28
ITGV034,3,2014-03-28
ITGV035,1,2015-12-23
ITGV035,2,2015-12-23
ITGV035,3,2015-12-23
ITGV035,4,2015-12-23
ITGV035,5,2015-12-23
ITGV036,1,2014-08-29
ITGV036,2,2014-08-29
ITGV036,3,2014-08-29
ITGV036,4,2014-08-29
ITGV037,1,2015-01-08
ITGV037,2,2015-01-08
ITGV037,3,2015-01-08
ITGV037,4,2015-01-08
ITGV037,5,2015-01-08
ITGV038,1,2015-01-04
ITGV038,2,2015-01-04
ITGV038,3,2015-01-04
ITGV038,4,2015-01-04
ITGV038,5,2015-01-04
ITGV038,6,2015-01-04
ITGV038,7,2015-01-04
ITGV038,8,2015-01-04
ITGV039,1,
ITGV040,1,2014-08-05
ITGV041,1,2014-12-26
ITGV042,1,2014-12-31
ITGV042,2,2014-12-31
ITGV042,3,2014-12-31
ITGV042,4,2014-12-31
ITGV043,1,2015-04-15
ITGV043,2,2015-04-15
ITGV043,3,2015-04-15
ITGV043,4,2015-04-15
ITGV044,1,2014-12-12
ITGV045,1,
ITGV046,1,2015-04-24
ITGV046,2,2015-04-24
ITGV046,3,2015-04-24
ITGV047,1,2015-07-26
ITGV047,2,2015-07-26
ITGV047,3,2015-07-26
ITGV047,4,2015-07-26
ITGV048,1,2018-09-30
ITGV048,2,2018-09-30
ITGV048,3,2018-09-30
ITGV048,4,2018-10-31
ITGV048,5,2018-11-30
ITGV048,6,2019-03-31
ITGV050,1,2015-06-01
ITGV050,2,2015-06-01
ITGV051,1,2015-08-07
ITGV051,2,2015-11-20
ITGV052,1,2015-11-08
ITGV052,2,2015-11-08
ITGV052,3,2015-11-08
ITGV053,1,2016-03-11
ITGV054,1,2016-04-07
ITGV055,1,2016-06-10
ITGV055,2,2016-06-10
ITGV056,1,2016-11-18
ITGV056,2,2016-11-18
ITGV056,3,2016-11-18
ITGV056,4,2016-11-18
ITGV056,5,2016-12-05
ITGV056,6,2016-12-15
ITGV057,1,2016-12-02
ITGV057,2,2016-12-09
ITGV058,1,2017-02-12
ITGV058,2,2016-11-30
ITGV058,3,2017-01-06
ITGV058,4,2017-01-20
ITGV059,1,2016-10-30
ITGV059,2,2016-10-30
ITGV059,3,2016-10-30
ITGV060,1,2016-12-15
ITGV060,2,2016-12-02
ITGV060,3,2017-01-25
ITGV061,1,2017-10-04
ITGV061,2,2017-06-09
ITGV061,3,2017-08-07
ITGV061,4,2017-10-19
ITGV062,1,2017-05-31
ITGV062,2,2017-06-16
ITGV062,3,2017-10-19
ITGV062,4,2018-04-04
ITGV062,5,2018-04-04
ITGV063,1,2018-03-20
ITGV064,1,2018-08-07
ITGV065,1,2018-12-31
ITGV065,2,2018-12-31
ITGV066,1,2019-12-31
ITGV066,2,2019-05-31
ITGV066,3,2019-06-30
ITGV066,,2019-12-31
ITGV067,1,2019-10-23
ITGV067,2,2019-10-23
ITGV067,3,2019-10-23
ITGV068,1,2019-10-31
ITGV068,2,2019-11-30
ITGV069,1,2019-10-31
ITGV069,2,2019-11-30
ITGV069,3,2019-12-31
ITGV070,1,2019-11-30
ITGV070,2,2019-12-31
ITGV070,3,2020-01-31
ITGV071,1,2020-05-03
ITGV071,2,2020-05-03
ITGV072,1,2020-06-15
ITGV072,2,2020-06-25
ITGV072,3,2020-07-01
ITGV072,,2020-10-31
ITGV073,1,2020-10-03
ITGV074,1,2021-10-16
ITGV074,2,2021-10-16
ITGV074,3,2021-10-16
ITGV074,4,2021-10-16
ITGV075,1,2020-10-01
ITGV075,2,2020-10-15
ITGV076,1,2021-08-31
ITGV076,2,2021-09-30
ITGV076,3,2021-10-31
ITGV077,1,2021-01-03
ITGV078,1,2021-06-15
ITGV078,2,2021-06-15
ITGV078,3,2021-06-15
ITGV079,1,2021-09-26
ITGV079,2,2021-09-26
ITGV079,3,2021-09-26
ITGV080,1,2021-06-30
ITGV080,2,2021-06-30
ITGV080,3,2021-06-30
ITGV081,1,2021-09-10
ITGV081,2,2021-09-24
ITGV082,1,2021-09-17
ITGV082,2,2021-09-17
ITGV082,3,2021-11-30
ITGV083,1,2021-07-30
ITGV083,2,2021-09-01
ITGV083,3,2021-09-01
ITGV084,1,2021-06-11
ITGV084,2,2021-06-30
ITGV085,1,2021-08-30
ITGV085,2,2021-09-30
ITGV085,3,2021-10-31
ITGV086,1,2021-10-29
ITGV086,2,2021-12-17
ITGV086,3,2021-12-31
ITGV086,4,2022-01-29
ITGV087,1,2021-08-27
ITGV087,2,2021-09-17
ITGV088,1,2021-10-31
ITGV088,2,2021-11-30
ITGV088,3,2021-12-13
ITGV088,4,2021-12-13
ITGV090,1,2021-09-06
ITGV090,2,2021-10-30
ITGV090,3,2021-11-22
ITGV091,1,2022-05-30
ITGV091,2,2022-05-30
ITGV092,1,2022-02-12
ITGV092,2,2022-04-05
ITGV092,3,2022-03-15
ITGV093,1,2022-11-15
ITGV093,2,2022-11-15
ITGV093,3,2022-11-15
ITGV094,1,2023-12-29
ITGV094,2,2023-08-31
ITGV094,3,2023-12-22
ITGV095,1,
ITGV096,1,
ITGV097,1,2023-07-10
ITGV097,2,2023-08-31
ITGV097,3,2023-12-11
ITGV098,1,2022-11-12
ITGV099,1,2023-05-31
ITGV099,2,2023-05-31
ITGV099,3,2023-05-31
ITGV099,4,2023-05-31
ITGV099,5,2023-05-31
ITGV099,6,2023-05-31
ITGV099,7,2023-05-31
ITGV099,8,2023-05-31
ITGV100,1,2022-12-30
ITGV101,1,2023-07-31
ITGV101,2,2023-07-14
ITGV101,3,2023-07-31
ITGV101,4,2023-07-31
ITGV102,1,2022-11-07
ITGV102,2,2023-07-30
ITGV102,3,2023-07-30
ITGV103,1,2023-08-04
ITGV103,2,2023-07-13
ITGV104,1,2023-09-26
ITGV104,2,2023-09-26
ITGV105,1,2023-10-31
ITGV105,2,2023-10-31
ITGV105,3,2023-10-31
ITGV106,1,2024-03-31
ITGV106,2,2024-03-31
ITGV106,3,2024-03-31
ITGV106,4,2024-03-31
ITGV106,5,2024-03-31
ITGV107,1,2023-09-01
ITGV107,2,2023-09-18
ITGV107,3,2023-10-16
ITGV107,4,2023-11-20
ITGV108,1,2023-12-29
ITGV108,2,2023-09-15
ITGV108,3,2023-09-15
ITGV109,1,2023-10-05
ITGV109,2,2023-11-05
ITGV109,3,2023-12-05
ITGV109,4,2024-01-05
ITGV109,5,2024-02-05
ITGV109,6,2024-03-05
ITGV109,7,2024-04-05
ITGV109,8,2024-05-05
ITGV109,9,2024-06-05
ITGV109,10,2024-07-05
ITGV109,11,2024-08-05
ITGV109,12,2024-09-05
ITGV110,1,2023-11-10
ITGV110,2,2023-12-01
ITGV110,3,2023-12-22
ITGV110,4,2023-12-22
ITGV110,5,2024-02-29
ITGV111,1,2023-12-22
ITGV112,1,2024-01-12
ITGV112,2,2024-02-08
ITGV112,3,2024-04-05
ITGV113,1,2024-02-09
ITGV113,2,2024-03-31
ITGV113,3,2024-04-30
ITGV113,4,2024-10-17
ITGV114,1,2024-02-16
ITGV114,2,2024-07-31
ITGV114,3,2024-07-31
ITGV115,1,2024-04-19
ITGV115,2,2024-10-02
ITGV115,3,2024-10-23
ITGV116,1,2024-05-31
ITGV116,2,2024-06-14
ITGV117,1,2024-06-28
ITGV118,1,2024-12-27
ITGV118,2,2025-01-31
ITGV119,1,2024-10-30
ITGV119,2,2025-09-25
ITGV120,1,2025-01-31
ITGV120,2,2025-09-30
ITGV121,1,2024-12-13
ITGV121,2,2025-01-24
ITGV121,3,2025-02-28
ITGV122,1,2024-12-22
ITGV122,2,2025-01-28
ITGV122,3,2025-02-28
ITGV122,4,2025-03-28
ITGV122,5,2025-04-28
ITGV122,6,2025-05-28
ITGV122,7,2025-06-28
ITGV122,8,2025-07-28
ITGV122,9,2025-08-28
ITGV122,10,2025-09-28
ITGV122,11,2025-10-28
ITGV122,12,2025-11-28
ITGV123,1,2025-03-30
ITGV123,2,2025-05-27
ITGV124,1,
ITGV125,1,2024-12-26
ITGV126,1,2025-02-07
ITGV126,2,2025-03-01
ITGV126,3,2025-04-30
ITGV127,1,2025-02-20
ITGV127,2,2025-05-09
ITGV128,1,2025-02-07
ITGV128,2,2025-03-01
ITGV128,3,2025-03-27
ITGV129,1,2025-03-30
ITGV129,2,2025-04-19
ITGV129,3,2025-05-09
ITGV129,4,2025-04-14
ITGV129,5,2025-05-15
ITGV129,6,2025-06-15
ITGV129,7,2025-07-15
ITGV129,8,2025-08-15
ITGV129,9,2025-09-15
ITGV130,1,2025-04-30
ITGV130,2,2025-07-31
ITGV130,3,2025-08-15
ITGV131,1,2025-06-06
ITGV131,2,2025-06-30
ITGV131,3,2025-11-30
ITGV132,1,2025-05-30
ITGV132,2,2025-10-10
ITGV133,1,2025-08-04
ITGV133,2,2025-08-29
ITGV133,3,2025-09-19
ITGV134,1,2025-09-30
ITGV134,2,2025-09-30
ITGV134,3,2025-10-24
ITGV135,1,2025-10-03
ITGV135,2,2025-10-24
ITGV136,1,2025-11-18
ITGV136,2,2025-11-18
ITGV136A,1,2026-02-06
ITGV136A,2,2026-02-20
ITGV136A,3,2026-03-20
ITGV137,1,2025-10-31
ITGV137,2,2025-12-29
ITGV138,1,2025-11-15
ITGV138,2,2025-12-15
ITGV138,3,2026-01-15
ITGV138,4,2026-02-15
ITGV138,5,2026-03-15
ITGV138,6,2026-04-15
ITGV139,1,2026-01-17
ITGV139,2,2026-01-17
ITGV140,1,2025-12-29
ITGV141,1,2025-12-22
ITGV141,2,
ITGV141,3,2026-04-24
ITGV141,4,2026-05-22
ITGV142,1,2026-02-13
ITGV143,1,2026-01-03
ITGV143,2,2026-02-03
ITGV143,3,2026-03-03
ITGV143,4,2026-04-03
ITGV143,5,2026-05-03
ITGV143,6,2026-06-03
ITGV143,7,2026-07-03
ITGV143,8,2026-08-03
ITGV143,9,2026-09-03
ITGV143,10,2026-10-03
ITGV143,11,2026-11-03
ITGV143,12,2026-12-03
ITGV143,13,2027-01-03
ITGV143,14,2027-02-03
ITGV143,15,2027-03-03
ITGV143,16,2027-04-03
ITGV143,17,2027-05-03
ITGV143,18,2027-06-03
ITGV143,19,2027-07-03
ITGV143,20,2027-08-03
ITGV143,21,2027-09-03
ITGV143,22,2027-10-03
ITGV143,23,2027-11-03
ITGV143,24,2027-12-03
ITGV144,1,
ITGV145,1,2026-04-30
ITGV145,2,
ITGV146,1,2026-04-30
ITGV146,2,2026-09-30
ITGV147,1,2026-04-27
ITGV148,1,2026-03-31
ITGV148,2,2026-04-24
ITGV148,3,2026-04-30
ITGV149,1,2026-04-30
ITGV150,1,2026-04-10
ITGV150,2,2026-04-23
ITGV150,3,2026-04-30
ITGV151,1,2026-05-05
ITGV151,2,2026-06-26
ITGV151,3,2026-07-09
ITGV152,1,2026-04-30
ITGV152,2,2026-04-30
ITGV152,3,2026-04-30
ITGV152,4,2026-04-30
ITGV153,1,2026-06-26
ITGV154,1,2026-05-22
ITGV155,1,2026-05-15
ITGV155,2,2026-06-15
ITGV155,3,2026-07-15
ITGV155,4,2026-08-15
ITGV155,5,2026-09-15
ITGV155,6,2026-10-15
ITGV155,7,2026-11-15
ITPM001,1,2019-04-30
ITPM001,2,2019-05-31
ITPM001,3,2019-06-30
ITPM001,4,2019-11-30
ITPM002,1,2019-05-31
ITPM002,2,2019-05-31
ITPM002,3,2019-06-30
ITPM002,4,2019-06-30
ITPM003,1,2019-05-31
ITPM003,2,2019-06-30
ITPM003,3,2019-11-30
ITPM003,4,2020-02-29
ITPM003,5,2020-12-31
ITPM004,1,2019-12-31
ITPM004,2,2019-12-31
ITPM004,3,2019-12-31
ITPM004,4,2019-12-31
ITPM005,1,2020-01-01
ITPM006,1,2021-02-28
ITPM006,2,2021-03-30
ITPM006,3,2021-04-30
ITPM006,4,2021-05-30
ITPM006,5,2021-06-30
ITPM006,6,2021-07-30
ITPM006,7,2021-08-30
ITPM006,8,2021-09-30
ITPM006,9,2021-10-30
ITPM006,10,2021-11-30
ITPM007,1,2021-06-28
ITPM007,2,2021-06-28
ITPM008,1,2021-08-30
ITPM008,2,2021-12-31
ITPM008,3,2022-03-30
ITPM008,4,2022-05-28
ITPM009,1,2021-09-03
ITPM010,1,2022-02-28
ITPM011,1,2022-04-30
ITPM011,2,2022-04-30
ITPM012A,1,2022-11-30
ITPM012A,2,2022-12-30
ITPM012A,3,2023-01-30
ITPM012A,4,2022-06-06
ITPM012A,5,2023-03-30
ITPM012A,6,2022-12-01
ITPM012A,,2024-03-29
ITPM012B,1,2024-03-29
ITPM012B,2,2024-03-29
ITPM012B,3,2024-03-29
ITPM012B,4,2024-03-29
ITPM012B,5,2024-03-29
ITPM012B,6,2024-03-29
ITPM012B,7,2024-03-29
ITPM012B,8,2024-03-29
ITPM012B,9,2024-03-29
ITPM012B,10,2024-03-29
ITPM012B,11,2024-03-29
ITPM012B,12,2024-03-29
ITPM012B,,2024-03-29
ITPM012C,1,2024-03-29
ITPM012C,2,2024-03-29
ITPM012C,3,2024-03-29
ITPM012C,4,2024-03-29
ITPM012C,5,2024-03-29
ITPM012C,6,2024-03-29
ITPM012C,7,2024-03-29
ITPM012D,1,2024-03-29
ITPM012D,2,2024-03-29
ITPM012D,3,2024-03-29
ITPM012D,4,2024-03-29
ITPM012D,5,2024-03-29
ITPM012D,6,2024-03-29
ITPM012D,7,2024-03-29
ITPM012D,8,2024-03-29
ITPM012D,9,2024-03-29
ITPM012D,10,2024-03-29
ITPM012D,11,2024-03-29
ITPM012D,12,2024-03-29
ITPM012D,13,2024-03-29
ITPM012D,14,2024-03-29
ITPM012D,15,2022-08-22
ITPM012D,16,2022-05-14
ITPM012D,17,2022-08-26
ITPM012D,18,2022-05-27
ITPM012D,19,2022-06-07
ITPM012D,20,2023-11-11
ITPM012D,21,2023-12-05
ITPM012D,22,2022-05-16
ITPM012D,23,2022-07-24
ITPM012D,24,2024-06-11
ITPM012D,,2024-03-29
ITPM013,1,2023-04-23
ITPM013,2,2023-04-23
ITPM013,3,2023-04-23
ITPM013,4,2023-04-23
ITPM014,1,
ITPM015,1,2023-03-31
ITPM015,2,2023-03-31
ITPM015,3,
ITPM016,1,2022-12-21
ITPM016,2,2022-12-21
ITPM016,3,2022-12-21
ITPM017,1,2022-11-10
ITPM017,2,2022-12-10
ITPM017,3,2023-01-10
ITPM017,4,2023-02-10
ITPM017,5,2023-03-10
ITPM017,6,2023-04-10
ITPM017,7,2023-05-10
ITPM017,8,2023-06-10
ITPM017,9,2023-07-10
ITPM017,10,2023-08-10
ITPM017,11,2023-09-10
ITPM017,12,2023-10-10
ITPM017,13,2024-06-11
ITPM018,1,2024-01-26
ITPM019,1,2023-07-07
ITPM019,2,2023-07-21
ITPM019,3,2023-07-21
ITPM019,4,2023-07-31
ITPM020,1,2023-10-08
ITPM020,2,2023-10-08
ITPM020,3,2023-10-08
ITPM020,4,2023-10-08
ITPM021,1,2023-08-04
ITPM022,1,2023-08-24
ITPM023,1,2023-09-08
ITPM023,2,2023-10-27
ITPM023,3,2023-11-30
ITPM024,1,2023-09-11
ITPM025,1,2023-10-15
ITPM025,2,2023-10-15
ITPM025,3,2024-03-18
ITPM025,4,2023-10-21
ITPM025,5,2024-06-11
ITPM026,1,2024-06-03
ITPM026,2,2024-07-01
ITPM026,3,2024-08-01
ITPM026,4,2024-09-02
ITPM026,5,2024-11-01
ITPM026,6,2024-12-02
ITPM026,7,2025-01-01
ITPM026,8,2025-02-03
ITPM026,9,2025-02-03
ITPM026,10,2025-03-03
ITPM026,11,2025-04-01
ITPM026,12,2025-04-30
ITPM027,1,2025-08-15
ITPM027,2,2025-10-17
ITPM027,3,2025-11-07
ITPM028,1,2025-09-03
ITPM028,2,2025-12-22
ITPM028,3,2026-01-07
ITPM029,1,
ITPM030,1,2026-01-23
ITPM030,2,2026-04-06
ITPM031,1,2026-05-15
ITPM031,2,2026-06-26
ITPM031,3,2026-07-07
ITRM003,1,2013-09-04
ITRM004,1,2017-05-01
ITRM004,2,2017-08-01
ITRM004,3,2017-11-30
ITRM005,1,2017-08-01
ITRM005,2,2017-09-01
ITRM006,1,2017-07-19
ITRM006,2,2017-09-19
ITRM006,3,2017-09-29
ITRM008,1,2018-04-30
ITRM008,2,2018-04-30
ITRM009,1,2018-09-04
ITRM009,2,2018-08-30
ITRM009,3,2018-08-30
ITRM010,1,2018-10-17
ITRM010,2,2018-11-29
ITRM010,3,2019-02-07
ITRM011,1,2019-03-31
ITRM011,2,2019-04-30
ITRM011,3,2019-05-31
ITRM012,1,2019-09-17
ITRM013,1,2019-12-20
ITRM013,2,2019-12-20
ITRM013,3,2019-12-20
ITRM014,1,2019-11-30
ITRM014,2,2020-01-31
ITRM015,1,2020-11-13
ITRM015,2,2020-11-13
ITRM015,3,2021-11-30
ITRM016,1,2021-05-01
ITRM016,2,2021-05-01
ITRM016,3,2021-10-29
ITRM017,1,2021-06-30
ITRM017,2,2021-06-30
ITRM018,1,2021-06-28
ITRM018,2,2021-08-20
ITRM019,1,2022-06-01
ITRM019,2,2022-03-18
ITRM019,3,2022-03-18
ITRM020,1,2022-02-28
ITRM020,2,2022-02-28
ITRM020,3,2022-02-28
ITRM021,1,2022-07-31
ITRM021,2,2022-06-10
ITRM021,3,2022-06-30
ITRM022,1,2023-01-01
ITRM023,1,2023-09-20
ITRM023,2,2023-09-20
ITRM024,1,2023-10-18
ITRM024,2,2023-10-31
ITRM025,1,2023-09-30
ITRM026,1,2023-10-02
ITRM026,2,2023-11-19
ITRM027,1,2023-12-22
ITRM028,1,2023-11-17
ITRM028,2,2023-11-17
ITRM028,3,2023-12-01
ITRM028,4,2024-01-31
ITRM029,1,2024-07-10
ITRM029,2,2024-09-10
ITRM029,3,2024-08-10
ITRM029,4,2024-09-30
ITRM030,1,2024-10-12
ITRM030,2,2024-09-20
ITRM030,3,2024-12-06
ITRM031,1,2024-09-20
ITRM032,1,2024-12-02
ITRM032,2,2024-11-04
ITRM032,3,2024-11-29
ITRM033,1,2024-12-15
ITRM033,2,2024-12-15
ITRM033,3,2024-12-15
ITRM034,1,2025-01-31
ITRM034,2,2025-02-21
ITRM034,3,2025-03-13
ITRM035,1,2025-06-30
ITRM035,2,2025-09-30
ITRM035,3,2025-12-31
ITRM035,4,2026-03-31
ITRM036,1,2025-06-20
ITRM036,2,2025-07-20
ITRM036,3,2025-12-20
ITRM037,1,2025-09-30
ITRM038,1,2026-01-15
ITRM039,1,2025-11-20
ITRM039,2,2025-12-31
ITRM039,3,2026-02-06
ITRM039,4,2026-03-18
ITRM040,1,2025-11-07
ITRM040,2,2026-01-15
ITRM040,3,2026-05-15
ITRM040,4,2026-06-19
ITRM040,5,2026-07-03
ITRM041,1,2025-12-12
ITRM041,2,2026-02-02
ITRM042,1,2025-11-07
ITRM042,2,2025-11-24
ITRM042,3,2025-12-12
ITRM043,1,2026-01-09
ITRM044,1,2026-06-19
ITRM044,2,
ITRM044,3,
ITRM045,1,2026-04-30
ITRM045,2,2026-06-26
ITRM046,1,2026-08-17
ITRM047,1,2026-06-12
ITRM047,2,2026-06-26
ITRM047,3,2026-07-10
ITRM047,4,2026-07-24
ITSP001,1,2016-02-01
ITSP001,2,2016-02-01
ITSP002,1,2015-12-29
ITSP002,2,2015-12-29
ITSP002,3,2015-12-29
ITSP003,1,2016-11-18
ITSP003,2,2016-11-25
ITSP003,3,2016-12-02
ITSP004,1,2016-12-31
ITSP005,1,2016-12-20
ITSP005,2,2016-12-20
ITSP005,3,2016-12-20
ITSP005,4,2017-01-30
ITSP005,5,2017-01-30
ITSP006,1,2017-07-21
ITSP007,1,2017-05-01
ITSP007,2,2017-08-01
ITSP007,3,2017-08-14
ITSP007,4,2017-09-08
ITSP008,1,2017-10-11
ITSP008,2,2017-10-20
ITSP008,3,2017-11-10
ITSP009,1,2017-12-22
ITSP009,2,2017-12-22
ITSP009,3,2017-12-22
ITSP010,1,2017-11-22
ITSP011,1,2018-03-10
ITSP011,2,2018-04-13
ITSP011,3,2018-04-27
ITSP012,1,2017-04-21
ITSP012,2,2017-04-21
ITSP012,3,2018-07-27
ITSP012,4,2018-07-27
ITSP013,1,2018-07-13
ITSP013,2,2018-07-13
ITSP013,3,2018-07-13
ITSP014,1,2018-05-07
ITSP014,2,2018-06-15
ITSP014,3,2018-07-06
ITSP014,4,2018-07-24
ITSP015,1,2018-08-30
ITSP015,2,2018-10-12
ITSP015,3,2018-11-12
ITSP016,1,2018-09-10
ITSP016,2,2018-11-02
ITSP017,1,2019-04-30
ITSP017,2,2019-05-31
ITSP017,3,2019-06-30
ITSP017,4,2019-06-30
ITSP018,1,2019-09-30
ITSP018,2,2019-10-31
ITSP019,1,2019-11-30
ITSP019,2,2020-01-31
ITSP019,3,2020-02-29
ITSP020,1,2019-11-30
ITSP020,2,2020-03-13
ITSP020,3,2019-12-27
ITSP020,,2020-03-13
ITSP021,1,2020-03-31
ITSP021,2,2020-03-31
ITSP021,3,2020-03-31
ITSP021,4,2020-03-31
ITSP022,1,2020-12-31
ITSP022,2,2020-12-31
ITSP022,3,2020-12-31
ITSP023,1,2020-12-03
ITSP024,1,2023-11-09
ITSP024,2,2021-06-11
ITSP024,3,2021-05-12
ITSP025,1,2021-07-05
ITSP025,2,2021-07-05
ITSP025,3,2021-06-30
ITSP025,4,2021-08-27
ITSP026,1,2021-07-31
ITSP026,2,2021-07-12
ITSP027,1,2021-06-07
ITSP027,2,2021-07-12
ITSP027,3,2021-07-26
ITSP028,1,2021-08-20
ITSP029,1,2021-08-29
ITSP029,2,2021-09-29
ITSP029,3,2021-10-29
ITSP029,4,2021-11-29
ITSP029,5,2021-12-29
ITSP029,6,2022-01-29
ITSP030,1,2022-03-25
ITSP030,2,2022-06-20
ITSP030,3,2022-07-01
ITSP030,4,2022-08-01
ITSP030,5,2023-03-13
ITSP031,1,2022-10-11
ITSP031,2,2022-07-08
ITSP032,1,2022-09-23
ITSP032,2,2022-11-18
ITSP032,3,2022-12-31
ITSP033,1,2023-01-23
ITSP033,2,2023-01-23
ITSP033,3,2023-01-23
ITSP034,1,2023-08-31
ITSP034,2,2023-08-31
ITSP034,3,2023-08-31
ITSP034,4,2023-08-31
ITSP034,,2023-08-31
ITSP035,1,2023-02-22
ITSP036,1,2023-03-07
ITSP036,2,2023-03-03
ITSP036,3,2023-03-03
ITSP037,1,2022-12-16
ITSP038,1,2023-06-26
ITSP038,2,2023-06-26
ITSP039,1,2022-12-23
ITSP040,1,2023-01-27
ITSP040,2,2023-03-03
ITSP040,3,2023-03-03
ITSP041,1,2023-07-30
ITSP042,1,2024-01-03
ITSP043,1,2023-09-05
ITSP043,2,2023-11-17
ITSP044,1,2023-12-11
ITSP045,1,2023-10-27
ITSP046,1,2023-11-08
ITSP046,2,2024-01-26
ITSP046,3,2024-02-23
ITSP047,1,2023-12-29
ITSP047,2,2023-12-29
ITSP048,1,2023-12-29
ITSP048,2,2024-03-29
ITSP049,1,2023-12-29
ITSP050,1,2023-12-29
ITSP050,2,2024-01-30
ITSP050,3,2024-02-28
ITSP051,1,2023-11-01
ITSP051,2,2023-12-01
ITSP051,3,2024-01-01
ITSP051,4,2024-02-01
ITSP051,5,2024-03-01
ITSP051,6,2024-04-01
ITSP051,7,2024-05-01
ITSP051,8,2024-06-01
ITSP051,9,2024-07-01
ITSP052,1,2024-01-26
ITSP052,2,2024-03-15
ITSP052,3,2024-04-12
ITSP053,1,2024-05-06
ITSP053,2,2024-05-13
ITSP053,3,2024-05-20
ITSP054,1,2024-06-07
ITSP054,2,2024-06-07
ITSP054,3,2024-06-07
ITSP054,4,2024-06-07
ITSP054,5,2024-07-22
ITSP054,6,2024-07-22
ITSP054,7,2024-06-26
ITSP054,8,2024-08-03
