Job Code,Position,Employee,Time Contribution (hours)
ITAU904,Co-PM,DLP,12
ITAU905,PD,OMW,24
ITAU905,Co-PD,DLP,16
ITAU905,PM,TSR,24
ITAU905,Co-PM,FYA,16
ITAU906,PD,NFI,28
ITAU906,Co-PD,AMF,12
ITAU906,PM,DTP,40
ITAU907,PD,AMF,40
ITAU907,PM,NFI,40
ITAU908,PD,AMF,28
ITAU908,Co-PD,DLP,12
ITAU908,PM,HZR,40
ITAU909,PD,OMW,40
ITAU909,PM,JQV,40
ITAU910,PD,IFI,40
ITAU910,PM,RLM,24
ITAU910,Co-PM,TSR,16
ITAU911,PD,AMF,40
ITAU911,PM,JQV,24
ITAU911,Co-PM,FYA,16
ITAU912,PD,JQV,40
ITAU912,PM,DGS,40
ITAU913,PD,FYA,24
ITAU913,Co-PD,DLP,16
ITAU913,PM,DGS,24
ITAU913,Co-PM,TLW,16
ITAU914,PD,DTP,24
ITAU914,Co-PD,HZR,16
ITAU914,PM,NFI,28
ITAU914,Co-PM,IFS,12
ITAU915,PD,IFS,24
ITAU915,Co-PD,JQV,16
ITAU915,PM,DLP,24
ITAU915,Co-PM,HZR,16
ITAU916,PD,NFI,40
ITAU916,PM,DLP,40
ITAU917,PD,JQV,28
ITAU917,Co-PD,DTP,12
ITAU917,PM,DLP,40
ITAU918,PD,FYA,40
ITAU918,PM,DTP,40
ITAU919,PD,IFI,40
ITAU919,PM,DTP,40
ITAU920,PD,AMF,24
ITAU920,Co-PD,IFI,16
ITAU920,PM,OMW,40
ITAU921,PD,WNA,40
ITAU921,PM,DGS,24
ITAU921,Co-PM,OMW,16
ITAU922,PD,DGS,40
ITAU922,PM,RLM,40
ITAU923,PD,WNA,24
ITAU923,Co-PD,OMW,16
ITAU923,PM,DLP,40
ITAU924,PD,HZR,40
ITAU924,PM,TSR,40
ITAU925,PD,OMW,28
ITAU925,Co-PD,JQV,12
ITAU925,PM,TSR,40
ITAU926,PD,TSR,24
ITAU926,Co-PD,WNA,16
ITAU926,PM,JQV,28
ITAU926,Co-PM,IFS,12
ITAU926A,PD,OMW,40
ITAU926A,PM,FYA,40
ITAU927,PD,HZR,24
ITAU927,Co-PD,JQV,16
ITAU927,PM,TLW,24
ITAU927,Co-PM,JQV,16
ITAU928,PD,JQV,28
ITAU928,Co-PD,DTP,12
ITAU928,PM,DTP,40
ITAU929,PD,IFS,28
ITAU929,Co-PD,OMW,12
ITAU929,PM,DGS,40
ITAU930,PD,FYA,24
ITAU930,Co-PD,HZR,16
ITAU930,PM,DTP,24
ITAU930,Co-PM,DLP,16
ITAU931,PD,RLM,40
ITAU931,PM,OMW,24
ITAU931,Co-PM,HZR,16
ITAU932,PD,AMF,40
ITAU932,PM,WNA,28
ITAU932,Co-PM,JQV,12
ITAU932A,PD,HZR,28
ITAU932A,Co-PD,JQV,12
ITAU932A,PM,TLW,40
ITAU932B,PD,TLW,40
ITAU932B,PM,AMF,28
ITAU932B,Co-PM,DGS,12
ITAU932C,PD,DTP,24
ITAU932C,Co-PD,DLP,16
ITAU932C,PM,HZR,40
ITAU932D,PD,TLW,40
ITAU932D,PM,HZR,40
ITAU932E,PD,DGS,40
ITAU932E,PM,DLP,28
ITAU932E,Co-PM,HZR,12
ITAU932F,PD,DLP,40
ITAU932F,PM,TLW,24
ITAU932F,Co-PM,DGS,16
ITAU933,PD,TSR,28
ITAU933,Co-PD,JQV,12
ITAU933,PM,OMW,40
ITAU934,PD,RLM,28
ITAU934,Co-PD,DTP,12
ITAU934,PM,TSR,28
ITAU934,Co-PM,FYA,12
ITAU935,PD,RLM,24
ITAU935,Co-PD,JQV,16
ITAU935,PM,WNA,28
ITAU935,Co-PM,NFI,12
ITAU936,PD,IFI,24
ITAU936,Co-PD,HZR,16
ITAU936,PM,DGS,28
ITAU936,Co-PM,WNA,12
ITAU937,PD,DTP,24
ITAU937,Co-PD,IFI,16
ITAU937,PM,TLW,40
ITAU938,PD,RLM,40
ITAU938,PM,JQV,24
ITAU938,Co-PM,IFI,16
ITAU939,PD,WNA,28
ITAU939,Co-PD,NFI,12
ITAU939,PM,AMF,40
ITAU940,PD,IFS,28
ITAU940,Co-PD,TLW,12
ITAU940,PM,JQV,40
ITAU941,PD,FYA,28
ITAU941,Co-PD,DTP,12
ITAU941,PM,NFI,28
ITAU941,Co-PM,AMF,12
ITAU942,PD,IFS,28
ITAU942,Co-PD,DGS,12
ITAU942,PM,TLW,40
ITAU943,PD,AMF,28
ITAU943,Co-PD,DTP,12
ITAU943,PM,DLP,40
ITAU944,PD,AMF,40
ITAU944,PM,TLW,28
ITAU944,Co-PM,IFI,12
ITAU945,PD,DTP,40
ITAU945,PM,TSR,24
ITAU945,Co-PM,OMW,16
ITAU946,PD,IFS,40
ITAU946,PM,DGS,28
ITAU946,Co-PM,DLP,12
ITAU947,PD,HZR,40
ITAU947,PM,IFI,40
ITAU948,PD,TLW,40
ITAU948,PM,DLP,40
ITAU949,PD,JQV,24
ITAU949,Co-PD,IFS,16
ITAU949,PM,OMW,24
ITAU949,Co-PM,RLM,16
ITAU950,PD,NFI,40
ITAU950,PM,OMW,24
ITAU950,Co-PM,FYA,16
ITAU951,PD,DGS,28
ITAU951,Co-PD,NFI,12
ITAU951,PM,TLW,40
ITAU952,PD,DTP,40
ITAU952,PM,NFI,24
ITAU952,Co-PM,JQV,16
ITAU953,PD,IFI,24
ITAU953,Co-PD,NFI,16
ITAU953,PM,RLM,24
ITAU953,Co-PM,OMW,16
ITAU954,PD,NFI,28
ITAU954,Co-PD,DTP,12
ITAU954,PM,TSR,24
ITAU954,Co-PM,IFS,16
ITAU955,PD,OMW,28
ITAU955,Co-PD,TSR,12
ITAU955,PM,FYA,40
ITAU956,PD,RLM,40
ITAU956,PM,IFS,40
ITAU957,PD,IFS,40
ITAU957,PM,HZR,24
ITAU957,Co-PM,OMW,16
ITAU958,PD,DGS,40
ITAU958,PM,IFS,24
ITAU958,Co-PM,TLW,16
ITAU959,PD,DTP,40
ITAU959,PM,RLM,40
ITAU960,PD,NFI,28
ITAU960,Co-PD,AMF,12
ITAU960,PM,AMF,40
ITAU961,PD,HZR,40
ITAU961,PM,DTP,28
ITAU961,Co-PM,DLP,12
ITAU961A,PD,TLW,40
ITAU961A,PM,IFS,24
ITAU961A,Co-PM,AMF,16
ITAU961B,PD,TLW,40
ITAU961B,PM,RLM,40
ITAU962,PD,TLW,28
ITAU962,Co-PD,DLP,12
ITAU962,PM,RLM,40
ITAU963,PD,NFI,28
ITAU963,Co-PD,TSR,12
ITAU963,PM,JQV,40
ITAU964,PD,DTP,28
ITAU964,Co-PD,TSR,12
ITAU964,PM,RLM,28
ITAU964,Co-PM,AMF,12
ITAU965,PD,TLW,24
ITAU965,Co-PD,IFI,16
ITAU965,PM,IFI,40
ITAU966,PD,TSR,40
ITAU966,PM,RLM,40
ITAU967,PD,DGS,40
ITAU967,PM,OMW,40
ITAU968,PD,TSR,40
ITAU968,PM,FYA,28
ITAU968,Co-PM,OMW,12
ITAU969,PD,RLM,40
ITAU969,PM,IFS,40
ITAU970,PD,JQV,40
ITAU970,PM,WNA,40
ITAU971,PD,AMF,28
ITAU971,Co-PD,DTP,12
ITAU971,PM,OMW,28
ITAU971,Co-PM,JQV,12
ITAU972,PD,TSR,28
ITAU972,Co-PD,JQV,12
ITAU972,PM,IFS,40
ITAU973,PD,NFI,28
ITAU973,Co-PD,OMW,12
ITAU973,PM,IFS,28
ITAU973,Co-PM,WNA,12
ITAU974,PD,RLM,40
ITAU974,PM,NFI,24
ITAU974,Co-PM,TSR,16
ITAU975,PD,FYA,24
ITAU975,Co-PD,OMW,16
ITAU975,PM,WNA,28
ITAU975,Co-PM,AMF,12
ITAU976,PD,TLW,40
ITAU976,PM,JQV,40
ITAU977,PD,HZR,24
ITAU977,Co-PD,IFS,16
ITAU977,PM,RLM,40
ITAU978,PD,JQV,40
ITAU978,PM,DLP,28
ITAU978,Co-PM,WNA,12
ITAU979,PD,DLP,24
ITAU979,Co-PD,NFI,16
ITAU979,PM,IFI,28
ITAU979,Co-PM,OMW,12
ITAU980,PD,JQV,28
ITAU980,Co-PD,IFI,12
ITAU980,PM,WNA,40
ITAU981,PD,DTP,28
ITAU981,Co-PD,JQV,12
ITAU981,PM,WNA,28
ITAU981,Co-PM,IFS,12
ITAU982,PD,FYA,28
ITAU982,Co-PD,DTP,12
ITAU982,PM,HZR,40
ITAU983,PD,AMF,24
ITAU983,Co-PD,IFS,16
ITAU983,PM,JQV,40
ITAU984,PD,TSR,24
ITAU984,Co-PD,JQV,16
ITAU984,PM,WNA,24
ITAU984,Co-PM,IFI,16
ITAU985,PD,IFI,40
ITAU985,PM,FYA,28
ITAU985,Co-PM,OMW,12
ITAU986,PD,IFI,28
ITAU986,Co-PD,WNA,12
ITAU986,PM,AMF,40
ITAU987,PD,JQV,40
ITAU987,PM,IFI,40
ITAU988,PD,DGS,40
ITAU988,PM,AMF,40
ITAU989,PD,IFI,24
ITAU989,Co-PD,DTP,16
ITAU989,PM,AMF,24
ITAU989,Co-PM,TSR,16
ITAU990,PD,IFI,28
ITAU990,Co-PD,RLM,12
ITAU990,PM,JQV,28
ITAU990,Co-PM,OMW,12
ITAU991,PD,TSR,24
ITAU991,Co-PD,IFI,16
ITAU991,PM,DLP,40
ITAU992,PD,OMW,40
ITAU992,PM,DGS,24
ITAU992,Co-PM,WNA,16
ITAU993,PD,IFI,24
ITAU993,Co-PD,RLM,16
ITAU993,PM,JQV,40
ITAU994,PD,TLW,40
ITAU994,PM,DGS,40
ITAU995,PD,IFS,40
ITAU995,PM,DGS,40
ITAU996,PD,HZR,40
ITAU996,PM,TSR,40
ITAU997,PD,JQV,28
ITAU997,Co-PD,DTP,12
ITAU997,PM,AMF,40
ITAU998,PD,FYA,28
ITAU998,Co-PD,AMF,12
ITAU998,PM,WNA,28
ITAU998,Co-PM,OMW,12
ITAU999,PD,IFS,40
ITAU999,PM,AMF,40
PRB01-25-10-01,PD,RLM,40
PRB01-25-10-01,PM,FYA,24
PRB01-25-10-01,Co-PM,DLP,16
BCA01-25-09-01,PD,AMF,40
BCA01-25-09-01,PM,DLP,40
MBB01-25-09-02,PD,OMW,28
MBB01-25-09-02,Co-PD,TSR,12
MBB01-25-09-02,PM,JQV,24
MBB01-25-09-02,Co-PM,IFI,16
BCA01-25-11-01,PD,TSR,24
BCA01-25-11-01,Co-PD,DTP,16
BCA01-25-11-01,PM,OMW,28
BCA01-25-11-01,Co-PM,IFS,12
RDM01-25-06-01,PD,NFI,40
RDM01-25-06-01,PM,WNA,40
IIA01-25-06-01,PD,OMW,40
IIA01-25-06-01,PM,FYA,24
IIA01-25-06-01,Co-PM,DGS,16
TKS01-25-10-01,PD,JQV,40
TKS01-25-10-01,PM,IFI,40
VNI01-25-10-01,PD,IFS,24
VNI01-25-10-01,Co-PD,NFI,16
VNI01-25-10-01,PM,TLW,40
VNI01-25-10-02,PD,WNA,40
VNI01-25-10-02,PM,DLP,40
IBS01-25-10-01,PD,IFS,40
IBS01-25-10-01,PM,DLP,24
IBS01-25-10-01,Co-PM,RLM,16
BBN01-25-11-01,PD,OMW,28
BBN01-25-11-01,Co-PD,WNA,12
BBN01-25-11-01,PM,NFI,24
BBN01-25-11-01,Co-PM,WNA,16
BRJ01-25-11-01,PD,WNA,24
BRJ01-25-11-01,Co-PD,HZR,16
BRJ01-25-11-01,PM,HZR,40
TGD01-25-10-01,PD,TLW,40
TGD01-25-10-01,PM,WNA,28
TGD01-25-10-01,Co-PM,HZR,12
MBB01-25-12-04,PD,IFI,24
MBB01-25-12-04,Co-PD,JQV,16
MBB01-25-12-04,PM,DLP,40
NSP01-25-03-01,PD,HZR,24
NSP01-25-03-01,Co-PD,IFI,16
NSP01-25-03-01,PM,JQV,40
BDK01-25-10-01,PD,DTP,24
BDK01-25-10-01,Co-PD,TSR,16
BDK01-25-10-01,PM,IFI,40
BDN01-25-12-02,PD,TSR,40
BDN01-25-12-02,PM,AMF,24
BDN01-25-12-02,Co-PM,FYA,16
SCS01-25-12-01,PD,JQV,40
SCS01-25-12-01,PM,TSR,40
DCI01-25-12-02,PD,IFS,28
DCI01-25-12-02,Co-PD,FYA,12
DCI01-25-12-02,PM,AMF,24
DCI01-25-12-02,Co-PM,TSR,16
ITAD019,PD,HZR,40
ITAD019,PM,TSR,24
ITAD019,Co-PM,FYA,16
ITAD020,PD,OMW,40
ITAD020,PM,TSR,28
ITAD020,Co-PM,FYA,12
ITAD021,PD,WNA,28
ITAD021,Co-PD,JQV,12
ITAD021,PM,DGS,28
ITAD021,Co-PM,HZR,12
ITAD022,PD,WNA,24
ITAD022,Co-PD,TSR,16
ITAD022,PM,FYA,40
ITAD022A,PD,JQV,24
ITAD022A,Co-PD,WNA,16
ITAD022A,PM,HZR,24
ITAD022A,Co-PM,IFI,16
ITAD023,PD,TSR,40
ITAD023,PM,TLW,28
ITAD023,Co-PM,IFI,12
ITAD024,PD,NFI,28
ITAD024,Co-PD,FYA,12
ITAD024,PM,DGS,40
ITAD025,PD,IFS,40
ITAD025,PM,WNA,40
ITAD026,PD,JQV,40
ITAD026,PM,DGS,40
ITAD027,PD,OMW,28
ITAD027,Co-PD,DLP,12
ITAD027,PM,HZR,24
ITAD027,Co-PM,DTP,16
ITAD028,PD,TSR,28
ITAD028,Co-PD,OMW,12
ITAD028,PM,HZR,24
ITAD028,Co-PM,AMF,16
ITAD029,PD,IFI,40
ITAD029,PM,DTP,40
ITAD030,PD,DLP,28
ITAD030,Co-PD,HZR,12
ITAD030,PM,RLM,28
ITAD030,Co-PM,NFI,12
ITAD031,PD,IFI,40
ITAD031,PM,TLW,40
ITAD032,PD,RLM,24
ITAD032,Co-PD,DTP,16
ITAD032,PM,DGS,28
ITAD032,Co-PM,NFI,12
ITAD033,PD,DTP,40
ITAD033,PM,IFS,40
ITAD034,PD,TLW,28
ITAD034,Co-PD,FYA,12
ITAD034,PM,DLP,28
ITAD034,Co-PM,DTP,12
ITAD035,PD,RLM,28
ITAD035,Co-PD,IFS,12
ITAD035,PM,IFS,40
ITAD036,PD,IFI,40
ITAD036,PM,DTP,24
ITAD036,Co-PM,DGS,16
ITAD037,PD,IFS,28
ITAD037,Co-PD,IFI,12
ITAD037,PM,WNA,40
ITAD038,PD,DLP,40
ITAD038,PM,DGS,28
ITAD038,Co-PM,FYA,12
ITAD038A,PD,FYA,28
ITAD038A,Co-PD,DGS,12
ITAD038A,PM,RLM,24
ITAD038A,Co-PM,NFI,16
ITAD039,PD,TSR,40
ITAD039,PM,IFI,28
ITAD039,Co-PM,DLP,12
ITAD040,PD,DGS,24
ITAD040,Co-PD,OMW,16
ITAD040,PM,NFI,40
ITAD041,PD,OMW,28
ITAD041,Co-PD,TSR,12
ITAD041,PM,WNA,24
ITAD041,Co-PM,IFI,16
ITAD042,PD,RLM,28
ITAD042,Co-PD,FYA,12
ITAD042,PM,DLP,24
ITAD042,Co-PM,IFI,16
ITAD043,PD,FYA,24
ITAD043,Co-PD,RLM,16
ITAD043,PM,JQV,40
ITAD044,PD,TLW,24
ITAD044,Co-PD,OMW,16
ITAD044,PM,HZR,24
ITAD044,Co-PM,DLP,16
ITAD045,PD,AMF,24
ITAD045,Co-PD,DTP,16
ITAD045,PM,JQV,28
ITAD045,Co-PM,TLW,12
ITAD046,PD,DLP,28
ITAD046,Co-PD,TLW,12
ITAD046,PM,RLM,40
ITAD047,PD,IFI,24
ITAD047,Co-PD,FYA,16
ITAD047,PM,FYA,40
ITAD048,PD,OMW,24
ITAD048,Co-PD,HZR,16
ITAD048,PM,RLM,24
ITAD048,Co-PM,HZR,16
ITAD049,PD,RLM,40
ITAD049,PM,AMF,40
ITAD050,PD,TSR,24
ITAD050,Co-PD,AMF,16
ITAD050,PM,WNA,40
ITAD051,PD,IFI,40
ITAD051,PM,DLP,24
ITAD051,Co-PM,IFS,16
ITAD052,PD,NFI,40
ITAD052,PM,IFI,28
ITAD052,Co-PM,DGS,12
ITAD053,PD,DGS,28
ITAD053,Co-PD,AMF,12
ITAD053,PM,IFI,24
ITAD053,Co-PM,JQV,16
ITAD054,PD,IFI,28
ITAD054,Co-PD,AMF,12
ITAD054,PM,DGS,24
ITAD054,Co-PM,HZR,16
ITAD055,PD,RLM,24
ITAD055,Co-PD,FYA,16
ITAD055,PM,TLW,40
ITAD056,PD,WNA,28
ITAD056,Co-PD,HZR,12
ITAD056,PM,DGS,28
ITAD056,Co-PM,OMW,12
ITAD057,PD,OMW,24
ITAD057,Co-PD,HZR,16
ITAD057,PM,WNA,28
ITAD057,Co-PM,DTP,12
ITAD058,PD,WNA,40
ITAD058,PM,DGS,28
ITAD058,Co-PM,RLM,12
ITAD059,PD,TLW,24
ITAD059,Co-PD,FYA,16
ITAD059,PM,WNA,40
ITEA001,PD,IFS,40
ITEA001,PM,JQV,40
ITGV012,PD,WNA,40
ITGV012,PM,TLW,40
ITGV019,PD,IFI,40
ITGV019,PM,TLW,24
ITGV019,Co-PM,JQV,16
ITGV020,PD,IFS,40
ITGV020,PM,DGS,40
ITGV021,PD,TSR,28
ITGV021,Co-PD,AMF,12
ITGV021,PM,IFI,40
ITGV023,PD,TSR,40
ITGV023,PM,AMF,24
ITGV023,Co-PM,RLM,16
ITGV024,PD,OMW,24
ITGV024,Co-PD,TSR,16
ITGV024,PM,TLW,28
ITGV024,Co-PM,RLM,12
ITGV025,PD,NFI,28
ITGV025,Co-PD,TSR,12
ITGV025,PM,RLM,28
ITGV025,Co-PM,TSR,12
ITGV026,PD,TSR,24
ITGV026,Co-PD,IFS,16
ITGV026,PM,DTP,24
ITGV026,Co-PM,WNA,16
ITGV027,PD,FYA,28
ITGV027,Co-PD,WNA,12
ITGV027,PM,OMW,24
ITGV027,Co-PM,WNA,16
ITGV028,PD,IFS,28
ITGV028,Co-PD,TLW,12
ITGV028,PM,RLM,40
ITGV029,PD,TSR,24
ITGV029,Co-PD,DGS,16
ITGV029,PM,IFI,40
ITGV030,PD,TSR,40
ITGV030,PM,NFI,28
ITGV030,Co-PM,HZR,12
ITGV031,PD,DGS,40
ITGV031,PM,NFI,24
ITGV031,Co-PM,DTP,16
ITGV032,PD,IFS,28
ITGV032,Co-PD,NFI,12
ITGV032,PM,RLM,40
ITGV033,PD,DLP,40
ITGV033,PM,TSR,24
ITGV033,Co-PM,HZR,16
ITGV034,PD,OMW,28
ITGV034,Co-PD,DGS,12
ITGV034,PM,JQV,40
ITGV035,PD,WNA,40
ITGV035,PM,OMW,40
ITGV036,PD,TSR,24
ITGV036,Co-PD,TLW,16
ITGV036,PM,AMF,40
ITGV037,PD,AMF,40
ITGV037,PM,IFI,40
ITGV038,PD,AMF,40
ITGV038,PM,HZR,28
ITGV038,Co-PM,TLW,12
ITGV039,PD,AMF,40
ITGV039,PM,RLM,40
ITGV040,PD,FYA,40
ITGV040,PM,IFS,40
ITGV041,PD,DGS,40
ITGV041,PM,OMW,40
ITGV042,PD,JQV,40
ITGV042,PM,WNA,28
ITGV042,Co-PM,TLW,12
ITGV043,PD,NFI,24
ITGV043,Co-PD,JQV,16
ITGV043,PM,HZR,28
ITGV043,Co-PM,OMW,12
ITGV044,PD,AMF,24
ITGV044,Co-PD,OMW,16
ITGV044,PM,HZR,24
ITGV044,Co-PM,IFI,16
ITGV045,PD,AMF,40
ITGV045,PM,OMW,28
ITGV045,Co-PM,IFI,12
ITGV046,PD,DTP,24
ITGV046,Co-PD,HZR,16
ITGV046,PM,WNA,24
ITGV046,Co-PM,TLW,16
ITGV047,PD,AMF,40
ITGV047,PM,NFI,28
ITGV047,Co-PM,IFI,12
ITGV048,PD,FYA,40
ITGV048,PM,TSR,40
ITGV050,PD,IFI,40
ITGV050,PM,DTP,40
ITGV051,PD,TLW,40
ITGV051,PM,DTP,40
ITGV052,PD,DLP,28
ITGV052,Co-PD,TSR,12
ITGV052,PM,TLW,40
ITGV053,PD,AMF,40
ITGV053,PM,DLP,28
ITGV053,Co-PM,DGS,12
ITGV054,PD,NFI,28
ITGV054,Co-PD,RLM,12
ITGV054,PM,IFS,40
ITGV055,PD,IFS,40
ITGV055,PM,WNA,28
ITGV055,Co-PM,DLP,12
ITGV056,PD,IFS,24
ITGV056,Co-PD,DGS,16
ITGV056,PM,TSR,40
ITGV057,PD,JQV,28
ITGV057,Co-PD,RLM,12
ITGV057,PM,OMW,28
ITGV057,Co-PM,DLP,12
ITGV058,PD,NFI,40
ITGV058,PM,WNA,28
ITGV058,Co-PM,JQV,12
ITGV059,PD,TLW,40
ITGV059,PM,RLM,40
ITGV060,PD,TSR,40
ITGV060,PM,WNA,40
ITGV061,PD,FYA,40
ITGV061,PM,IFI,24
ITGV061,Co-PM,DGS,16
ITGV062,PD,DGS,28
ITGV062,Co-PD,AMF,12
ITGV062,PM,HZR,40
ITGV063,PD,RLM,40
ITGV063,PM,JQV,40
ITGV064,PD,AMF,24
ITGV064,Co-PD,WNA,16
ITGV064,PM,FYA,40
ITGV065,PD,JQV,28
ITGV065,Co-PD,DGS,12
ITGV065,PM,WNA,40
ITGV066,PD,DGS,24
ITGV066,Co-PD,DTP,16
ITGV066,PM,FYA,28
ITGV066,Co-PM,HZR,12
ITGV067,PD,FYA,24
ITGV067,Co-PD,IFI,16
ITGV067,PM,JQV,24
ITGV067,Co-PM,HZR,16
ITGV068,PD,RLM,28
ITGV068,Co-PD,HZR,12
ITGV068,PM,HZR,40
ITGV069,PD,TLW,24
ITGV069,Co-PD,OMW,16
ITGV069,PM,RLM,28
ITGV069,Co-PM,DLP,12
ITGV070,PD,JQV,24
ITGV070,Co-PD,DLP,16
ITGV070,PM,OMW,40
ITGV071,PD,DGS,40
ITGV071,PM,TSR,28
ITGV071,Co-PM,DTP,12
ITGV072,PD,AMF,40
ITGV072,PM,JQV,28
ITGV072,Co-PM,RLM,12
ITGV073,PD,DTP,24
ITGV073,Co-PD,JQV,16
ITGV073,PM,OMW,40
ITGV074,PD,DLP,28
ITGV074,Co-PD,IFS,12
ITGV074,PM,HZR,40
ITGV075,PD,OMW,40
ITGV075,PM,TSR,28
ITGV075,Co-PM,DGS,12
ITGV076,PD,FYA,24
ITGV076,Co-PD,AMF,16
ITGV076,PM,DGS,24
ITGV076,Co-PM,DLP,16
ITGV077,PD,TSR,28
ITGV077,Co-PD,TLW,12
ITGV077,PM,DTP,40
ITGV078,PD,HZR,40
ITGV078,PM,IFS,40
ITGV079,PD,HZR,28
ITGV079,Co-PD,TLW,12
ITGV079,PM,FYA,40
ITGV080,PD,IFI,24
ITGV080,Co-PD,AMF,16
ITGV080,PM,AMF,24
ITGV080,Co-PM,DLP,16
ITGV081,PD,IFI,40
ITGV081,PM,DLP,24
ITGV081,Co-PM,AMF,16
ITGV082,PD,RLM,40
ITGV082,PM,TLW,40
ITGV083,PD,TLW,28
ITGV083,Co-PD,RLM,12
ITGV083,PM,NFI,40
ITGV084,PD,DGS,40
ITGV084,PM,FYA,40
ITGV085,PD,OMW,28
ITGV085,Co-PD,HZR,12
ITGV085,PM,AMF,28
ITGV085,Co-PM,FYA,12
ITGV086,PD,OMW,28
ITGV086,Co-PD,DGS,12
ITGV086,PM,DTP,28
ITGV086,Co-PM,TSR,12
ITGV087,PD,IFS,24
ITGV087,Co-PD,NFI,16
ITGV087,PM,AMF,40
ITGV088,PD,TLW,28
ITGV088,Co-PD,WNA,12
ITGV088,PM,HZR,24
ITGV088,Co-PM,RLM,16
ITGV090,PD,AMF,24
ITGV090,Co-PD,OMW,16
ITGV090,PM,RLM,40
ITGV091,PD,DLP,28
ITGV091,Co-PD,DTP,12
ITGV091,PM,OMW,40
ITGV092,PD,TLW,40
ITGV092,PM,AMF,40
ITGV093,PD,RLM,40
ITGV093,PM,JQV,40
ITGV094,PD,DTP,24
ITGV094,Co-PD,AMF,16
ITGV094,PM,TSR,40
ITGV095,PD,AMF,28
ITGV095,Co-PD,WNA,12
ITGV095,PM,IFS,24
ITGV095,Co-PM,IFI,16
ITGV096,PD,HZR,28
ITGV096,Co-PD,TLW,12
ITGV096,PM,DLP,24
ITGV096,Co-PM,IFS,16
ITGV097,PD,IFI,28
ITGV097,Co-PD,OMW,12
ITGV097,PM,NFI,24
ITGV097,Co-PM,OMW,16
ITGV098,PD,HZR,24
ITGV098,Co-PD,FYA,16
ITGV098,PM,WNA,24
ITGV098,Co-PM,IFI,16
ITGV099,PD,JQV,40
ITGV099,PM,DGS,40
ITGV100,PD,WNA,40
ITGV100,PM,JQV,40
ITGV101,PD,TLW,28
ITGV101,Co-PD,IFI,12
ITGV101,PM,NFI,24
ITGV101,Co-PM,IFS,16
ITGV102,PD,IFI,40
ITGV102,PM,TLW,28
ITGV102,Co-PM,IFS,12
ITGV103,PD,TLW,24
ITGV103,Co-PD,RLM,16
ITGV103,PM,WNA,28
ITGV103,Co-PM,DGS,12
ITGV104,PD,DLP,24
ITGV104,Co-PD,FYA,16
ITGV104,PM,NFI,40
ITGV105,PD,JQV,40
ITGV105,PM,FYA,40
ITGV106,PD,AMF,40
ITGV106,PM,IFS,40
ITGV107,PD,DTP,40
ITGV107,PM,AMF,28
ITGV107,Co-PM,IFI,12
ITGV108,PD,RLM,24
ITGV108,Co-PD,DLP,16
ITGV108,PM,DTP,28
ITGV108,Co-PM,JQV,12
ITGV109,PD,OMW,24
ITGV109,Co-PD,DLP,16
ITGV109,PM,IFI,24
ITGV109,Co-PM,IFS,16
ITGV110,PD,TLW,40
ITGV110,PM,FYA,40
ITGV111,PD,DTP,24
ITGV111,Co-PD,DLP,16
ITGV111,PM,OMW,40
ITGV112,PD,JQV,40
ITGV112,PM,DGS,40
ITGV113,PD,NFI,40
ITGV113,PM,DGS,40
ITGV114,PD,TSR,40
ITGV114,PM,RLM,24
ITGV114,Co-PM,AMF,16
ITGV115,PD,DLP,28
ITGV115,Co-PD,NFI,12
ITGV115,PM,DGS,40
ITGV116,PD,DLP,28
ITGV116,Co-PD,FYA,12
ITGV116,PM,TLW,40
ITGV117,PD,FYA,40
ITGV117,PM,JQV,24
ITGV117,Co-PM,TSR,16
ITGV118,PD,RLM,24
ITGV118,Co-PD,DGS,16
ITGV118,PM,AMF,40
ITGV119,PD,TSR,40
ITGV119,PM,HZR,24
ITGV119,Co-PM,NFI,16
ITGV120,PD,TLW,40
ITGV120,PM,WNA,24
ITGV120,Co-PM,JQV,16
ITGV121,PD,DLP,40
ITGV121,PM,DGS,24
ITGV121,Co-PM,NFI,16
ITGV122,PD,AMF,24
ITGV122,Co-PD,DTP,16
ITGV122,PM,TLW,40
ITGV123,PD,AMF,40
ITGV123,PM,IFI,40
ITGV124,PD,WNA,40
ITGV124,PM,IFS,24
ITGV124,Co-PM,TLW,16
ITGV125,PD,DLP,40
ITGV125,PM,WNA,24
ITGV125,Co-PM,NFI,16
ITGV126,PD,DGS,24
ITGV126,Co-PD,OMW,16
ITGV126,PM,IFS,28
ITGV126,Co-PM,DLP,12
ITGV127,PD,WNA,24
ITGV127,Co-PD,OMW,16
ITGV127,PM,DLP,24
ITGV127,Co-PM,DGS,16
ITGV128,PD,TSR,28
ITGV128,Co-PD,DLP,12
ITGV128,PM,DLP,40
ITGV129,PD,TLW,24
ITGV129,Co-PD,IFI,16
ITGV129,PM,DTP,24
ITGV129,Co-PM,DGS,16
ITGV130,PD,TSR,40
ITGV130,PM,WNA,40
ITGV131,PD,TLW,40
ITGV131,PM,FYA,28
ITGV131,Co-PM,HZR,12
ITGV132,PD,NFI,24
ITGV132,Co-PD,RLM,16
ITGV132,PM,HZR,40
ITGV133,PD,OMW,40
ITGV133,PM,DTP,28
ITGV133,Co-PM,DLP,12
ITGV134,PD,AMF,24
ITGV134,Co-PD,RLM,16
ITGV134,PM,HZR,40
ITGV135,PD,JQV,40
ITGV135,PM,TLW,24
